,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000008324,121.814679513152,0.434767330467846,0.213830510114501,0.0116408648876967,0.0518035724716058
ENSG00000008382,82.4602154997948,0.0434196070843876,0.176880802888361,0.766919257706929,0.897838606220049
ENSG00000008394,3589.93099836109,0.0967764763620666,0.0901595689167382,0.259209357243779,0.503616326885016
ENSG00000008405,268.060346937477,0.0711003151706072,0.144042530371673,0.579416522610228,0.786763241877317
ENSG00000008438,1.7219657096346,0.0728909885152345,0.319617257772895,0.133329000958359,NA
ENSG00000008441,10802.2094408843,-0.315723763774265,0.0697842635080647,3.28738066917647e-06,4.07409266162131e-05
ENSG00000008513,1568.48139621963,-0.573708409212515,0.0978887320961744,9.7106852843973e-10,2.15910082673554e-08
ENSG00000008516,2.57584812068446,-0.0559921736093228,0.308359145272496,0.45152522544266,NA
ENSG00000008517,182.660853554655,-0.670031307430987,0.196980585242896,9.18872327795642e-05,0.000818227447644989
ENSG00000008710,5426.44350001265,0.443047936212097,0.130389812188891,0.000213079338285656,0.00172762887948155
ENSG00000008735,17.352235029133,0.118307652209876,0.28064781324893,0.424795221377649,0.668578810498539
ENSG00000008838,1151.33790992003,-0.0239751462720803,0.0913594563108039,0.787909359016546,0.908831674269753
ENSG00000008853,558.502761960499,0.515069010960834,0.120213564463333,4.56205005357171e-06,5.48910636005735e-05
ENSG00000008869,708.047653555374,0.0383514609083358,0.0935313261152245,0.667348417697677,0.842588447316656
ENSG00000008952,5081.75032804259,0.163675051459684,0.079422726689989,0.0328744439597359,0.116783288708029
ENSG00000008988,10815.3321721324,-0.0349338194268728,0.0719275841632189,0.611515256233765,0.808834673249267
ENSG00000009307,15779.6829039599,0.00711959588331483,0.076190374003554,0.906582337430554,0.961536637574174
ENSG00000009335,2101.66306480383,0.196639420881737,0.0793911685836323,0.0102170007692691,0.0467952648898807
ENSG00000009413,7584.97488843759,1.06991540173387,0.12821544662003,4.89572185992146e-18,2.67514110842739e-16
ENSG00000009694,4.48410583448097,-0.0677190297637352,0.309838460096667,0.406037829051882,NA
ENSG00000009724,39.2833415364662,-0.232329163444653,0.251695321764072,0.180543267804651,0.400881197519206
ENSG00000009780,174.392830735476,0.493718375598958,0.180869002310754,0.00156007987239944,0.0097340346917324
ENSG00000009790,11.833373518035,-0.0578907743968277,0.272684852622742,0.673808768828521,0.846850014229636
ENSG00000009830,419.187954539917,0.0742646751310195,0.11351215752132,0.481147968269874,0.714137802604525
ENSG00000009844,843.594431313975,-0.0504098386718672,0.0945604807479161,0.574351672677774,0.78330426683273
ENSG00000009950,2.45384308463046,0.0822089246754842,0.323068716576262,0.161707212848131,NA
ENSG00000009954,2940.489827692,-0.0371021059419842,0.0879126715585617,0.657473228228411,0.837434290556948
